catalog,case_study,scenario,candidate_index,source_catalog,candidate_source,difference_type,variable_name
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_166p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_171p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_175p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_176p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_181p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_185]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_197p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_211p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_212p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_217p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_235]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_237p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_238p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_240]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_242]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_257p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_267p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_272p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_75]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_76p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_77p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_82p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_85]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_87p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_91p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_92p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_95]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_97p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,calibrated,contribution-2-case-study-2-physical-profile:utility-system-stand-alone,extra-candidate,level_selected[HP_98p5]
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,2,calibrated,contribution-2-case-study-2-physical-profile:hot-oil-fsr-stand-alone,extra-candidate,vhp_source_selected[reported-auxiliary-vhp-source]
