catalog,case_study,scenario,skip_index,candidate_label,candidate_source,selected_binary_count,unselected_binary_count,selected_variables,reason
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,candidate-2,uncalibrated:contribution-2-case-study-2-physical-profile:hot-oil-fsr-stand-alone,24,162,hot_oil_furnace_selected;hot_oil_selected[LP_272p5];hot_oil_selected[MP_152p5];hot_oil_selected[MP_165];hot_oil_selected[MP_166p5];hot_oil_selected[MP_171p5];hot_oil_selected[MP_175p5];hot_oil_selected[MP_176p5];hot_oil_selected[MP_181p5];hot_oil_selected[MP_185];hot_oil_selected[MP_197p5];hot_oil_selected[MP_211p5];hot_oil_selected[MP_212p5];hot_oil_selected[MP_217p5];hot_oil_selected[MP_235];hot_oil_selected[MP_237p5];hot_oil_selected[MP_238p5];hot_oil_selected[MP_240];hot_oil_selected[MP_242];hot_oil_selected[MP_257p5];hot_oil_selected[MP_267p5];hot_oil_selected[MP_272p5];level_selected[MP_151p5];vhp_selected[VHP_100],"Static STYLE fixed-assignment subproblem did not produce an extractable solution: StaticStyleSolverStatus(status='error', termination_condition='infeasible', message=None)"
