iteration_index,candidate_source,objective_value,best_bound,optimality_gap,elapsed_seconds,hit_time_limit,selected_binary_count,unselected_binary_count,subproblem_status,stop_reason,skipped_candidate_count
1,,67.6834,,,,False,7,270,optimal,max-iterations,0
