catalog,case_study,scenario,candidate_index,candidate_source,component_name,accepted_only_count,candidate_only_count,total_delta_count
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,2,uncalibrated:contribution-2-case-study-2-physical-profile:hot-oil-fsr-stand-alone,gas_turbine_selected,1,0,1
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,2,uncalibrated:contribution-2-case-study-2-physical-profile:hot-oil-fsr-stand-alone,hot_oil_selected,17,0,17
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,2,uncalibrated:contribution-2-case-study-2-physical-profile:hot-oil-fsr-stand-alone,hrsg_selected,1,0,1
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,2,uncalibrated:contribution-2-case-study-2-physical-profile:hot-oil-fsr-stand-alone,hrsg_supplementary_firing_selected,1,0,1
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,2,uncalibrated:contribution-2-case-study-2-physical-profile:hot-oil-fsr-stand-alone,level_selected,1,1,2
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,2,uncalibrated:contribution-2-case-study-2-physical-profile:hot-oil-fsr-stand-alone,vhp_turbine_selected,1,0,1
