catalog,case_study,scenario,source_record_count,compatible_candidate_count,incompatible_candidate_count,target_variable_count,candidate_sources,compatible_candidate_sources,incompatible_candidate_sources
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,4,2,2,186,calibrated:contribution-2-case-study-2-physical-profile:utility-system-stand-alone;calibrated:contribution-2-case-study-2-physical-profile:hot-oil-fsr-stand-alone;calibrated:contribution-2-case-study-2-physical-profile:hot-oil-fsr-microgrid;uncalibrated:contribution-2-case-study-2-physical-profile:hot-oil-fsr-stand-alone,calibrated:contribution-2-case-study-2-physical-profile:hot-oil-fsr-microgrid;uncalibrated:contribution-2-case-study-2-physical-profile:hot-oil-fsr-stand-alone,calibrated:contribution-2-case-study-2-physical-profile:utility-system-stand-alone;calibrated:contribution-2-case-study-2-physical-profile:hot-oil-fsr-stand-alone
