catalog,case_study,scenario,iteration_index,objective_value,benchmark_total_cost,absolute_deviation,within_tolerance
physical-profile-candidates,contribution-2-case-study-2-physical-profile,hot-oil-fsr-microgrid,1,53.89,53.89,0.0,True
